Merchant ID,Merchant Product ID,Primary SKU,Merchant SKU ID,SKU Name,SKU Name (Chi),Warehouse ID,StockLevel,Online Status,Invisible,Force Out Of Stock,Create Date,Offline Date,Brand Name (EN),Brand Name (CHI),Height,Width,Depth,Packing Spec(EN),Packing Spec(CHI),Primary Category Code,Primary Category Name (CHI),Currency,Original Price,Discount Price,Discount Rate(%),VIP Discount Price,VIP Discount Rate(%),GOLD VIP Discount Price,GOLD VIP Discount Rate(%)
H8347003,L-NSG-128,Y,H8347003_S_L-NSG-128,MONSTER HUNTER GENERATIONS ULTIMATE,魔物獵人世代終極版,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,228,54.21687, , , , 
H8347003,L-NSG-129,Y,H8347003_S_L-NSG-129,CONTRA ROGUE CORPS,魂斗羅: RC 聯盟,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,228,54.21687, , , , 
H8347003,L-NSG-130,Y,H8347003_S_L-NSG-130,DEAD & CELLS ACTION GAME OF THE YEAR,死亡細胞動作-年度版,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,198,60.24096, , , , 
H8347003,L-NSG-131,Y,H8347003_S_L-NSG-131,LITTLE NIGHTMARES COMPLETE EDITION,小小夢魘完整版,H834700309,0,online,Y,N,12-Aug-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,288,42.16867, , , , 
H8347003,L-NSG-132,Y,H8347003_S_L-NSG-132,LITTLE NIGHTMARES 2,小小夢魘2,H834700309,0,offline,Y,N,12-Aug-21,22-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,258,48.19277, , , , 
H8347003,L-NSG-133,Y,H8347003_S_L-NSG-133,SWITCH GAME-SUPER STREET RACER,SWITCH GAME-超級街道賽,H834700309,0,online,Y,N,2-Sep-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-134,Y,H8347003_S_L-NSG-134,SWITCH GAME-MARVEL ULTIMATE ALLIANCE 3 THE BLACK ORDER,SWITCH GAME-漫威英雄：終極聯盟3,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,418,10.68376, , , , 
H8347003,L-NSG-135,Y,H8347003_S_L-NSG-135,SWITCH GAME-Plants vs. Zombies: Battle for Neighborville,SWITCH GAME-植物大戰僵屍：和睦小鎮保衛戰,H834700309,0,offline,Y,N,3-Sep-21,15-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-136,Y,H8347003_S_L-NSG-136,SWITCH GAME-MARIO GOLF SUPER RUSH,SWITCH GAME-瑪利歐高爾夫超級衝衝衝,H834700309,0,offline,Y,N,3-Sep-21,8-Jul-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,418,10.68376, , , , 
H8347003,L-NSG-137,Y,H8347003_S_L-NSG-137,SWITCH GAME-Untitled Goose Game,SWITCH GAME-無名鵝愛搗蛋,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,278,40.59829, , , , 
H8347003,L-NSG-138,Y,H8347003_S_L-NSG-138,SWITCH GAME-GOD EATER 3,SWITCH GAME-噬神者3,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,268,42.73504, , , , 
H8347003,L-NSG-139,Y,H8347003_S_L-NSG-139,SWITCH GAME-MEGA MAN 11,SWITCH GAME-洛克人11,H834700309,0,online,Y,N,3-Sep-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-140,Y,H8347003_S_L-NSG-140,SWITCH GAME-GO VACATION,SWITCH GAME-歡樂假期,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,388,17.09402, , , , 
H8347003,L-NSG-141,Y,H8347003_S_L-NSG-141,SWITCH GAME-HARVEST MOON ONE WORLD,SWITCH GAME-牧場物語: 一個世界,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,368,21.36752, , , , 
H8347003,L-NSG-142,Y,H8347003_S_L-NSG-142,SWITCH GAME-TAIKO NO TATSUJIN: RHYTHMIC ADVENTURE PACK,SWITCH GAME-太鼓之達人 咚咔 二合一大冒險,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,418,10.68376, , , , 
H8347003,L-NSG-143,Y,H8347003_S_L-NSG-143,SWITCH GAME-NBA 2K18,SWITCH GAME-NBA 2K18,H834700309,0,online,Y,N,3-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,148,68.37607, , , , 
H8347003,L-NSG-144,Y,H8347003_S_L-NSG-144,SWITCH GAME-SUPER MARIO 3D WORLD + BOWSER'S FURY,SWITCH GAME-超級瑪利歐3D世界+狂怒世界,H834700309,0,offline,Y,N,3-Sep-21,16-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,408,12.82051, , , , 
H8347003,L-NSG-145,Y,H8347003_S_L-NSG-145,SWITCH GAME-Fun! Fun! Animal Park(parallel import),SWITCH GAME-開心有趣動物樂園(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,268,42.73504, , , , 
H8347003,L-NSG-146,Y,H8347003_S_L-NSG-146,SWITCH GAME-Monopoly(parallel import),SWITCH GAME-大富翁/ 地產大亨(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,218,53.4188, , , , 
H8347003,L-NSG-147,Y,H8347003_S_L-NSG-147,SWITCH GAME-WarioWare: Get It Together !(parallel import),SWITCH GAME-分享同樂！瓦利歐製造(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,378,19.23077, , , , 
H8347003,L-NSG-148,Y,H8347003_S_L-NSG-148,SWITCH GAME-Maneater(parallel import),SWITCH GAME-食人鯊(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,298,36.32479, , , , 
H8347003,L-NSG-149,Y,H8347003_S_L-NSG-149,SWITCH GAME-Ori and the Will of The Wisps(parallel import),SWITCH GAME-聖靈之光 2 (平行進口),H834700309,0,offline,Y,N,28-Sep-21,12-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,298,36.32479, , , , 
H8347003,L-NSG-150,Y,H8347003_S_L-NSG-150,NO USE - SWITCH GAME - Sports Party (parallel import),NO USE - SWITCH GAME - 運動派對 (平行進口),H834700309,0,offline,Y,N,28-Sep-21,18-Nov-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-151,Y,H8347003_S_L-NSG-151,SWITCH GAME-Super Street Racer,SWITCH GAME-超級街道賽,H834700309,0,offline,Y,N,28-Sep-21,30-Sep-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-152,Y,H8347003_S_L-NSG-152,SWITCH GAME - Borderlands Legendary Collection(parallel import),SWITCH GAME - 邊緣禁地傳奇合輯(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,198,57.69231, , , , 
H8347003,L-NSG-153,Y,H8347003_S_L-NSG-153,SWITCH GAME-Instant Chef Party(parallel import),SWITCH GAME-即時廚師派對(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,268,42.73504, , , , 
H8347003,L-NSG-154,Y,H8347003_S_L-NSG-154,SWITCH GAME-Portal Knights(parallel import),SWITCH GAME-傳送騎士(平行進口),H834700309,0,offline,Y,N,28-Sep-21,12-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,168,64.10256, , , , 
H8347003,L-NSG-155,Y,H8347003_S_L-NSG-155,SWITCH GAME- Ori and the Blind Forest(parallel import),SWITCH GAME- 奧日與迷失森林(平行進口),H834700309,14,online,N,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,268,42.73504, , , , 
H8347003,L-NSG-156,Y,H8347003_S_L-NSG-156,SWITCH GAME-Gear Club Unlimited 2: Porsche Edition(parallel import),SWITCH GAME-極速俱樂部 無限 2-周年版-保時捷(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-157,Y,H8347003_S_L-NSG-157,SWITCH GAME-Sakuna: of Rice and Ruin(parallel import),SWITCH GAME-天穗種稻姬(平行進口),H834700309,0,online,Y,N,28-Sep-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,288,38.46154, , , , 
H8347003,L-NSG-158,Y,H8347003_S_L-NSG-158,SWITCH GAME-ICE AGE: Scrat's Nutty Adventure(parallel import),SWITCH GAME-冰原歷險記：鼠奎特的堅果冒險(平行進口),H834700309,0,online,Y,N,28-Sep-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,218,53.4188, , , , 
H8347003,L-NSG-159,Y,H8347003_S_L-NSG-159,SWITCH GAME-Dead by Daylight,SWITCH GAME-黎明死線,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,298,36.32479, , , , 
H8347003,L-NSG-160,Y,H8347003_S_L-NSG-160,SWITCH GAME-Super Dragon Ball Heroes: World Mission ,SWITCH GAME-超級七龍珠英雄：世界任務,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,328,29.91453, , , , 
H8347003,L-NSG-161,Y,H8347003_S_L-NSG-161,SWITCH GAME-Need for Speed: Hot Pursuit,SWITCH GAME-極速快感：超熱力追緝,H834700309,0,online,Y,N,4-Oct-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,328,29.91453, , , , 
H8347003,L-NSG-162,Y,H8347003_S_L-NSG-162,SWITCH GAME- Fatal Frame: Maiden of Black Water (parallel import),零～濡鴉之巫女：美麗和風恐怖冒險 - 中文版(平行進口),H834700309,0,offline,Y,N,27-Oct-21,27-Nov-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,568,368,35.21127, , , , 
H8347003,L-NSG-163,Y,H8347003_S_L-NSG-163,SWITCH GAME:NBA2K22 (CHI/ENG VERSION)(parallel import),SWITCH GAME:NBA 2K22 | 2022 標準版 (平行進口),H834700309,0,online,Y,N,17-Nov-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,368,21.36752, , , , 
H8347003,L-NSG-164,Y,H8347003_S_L-NSG-164,Switch Game - Just Dance 2022(parallel import),Switch Game - Just Dance 2022 舞力全開 22 - 中英文合版(平行進口),H834700309,0,online,Y,Y,20-Nov-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,328,29.91453, , , , 
H8347003,L-NSG-165,Y,H8347003_S_L-NSG-165,Switch Game:Mario Party Superstars - US VERSION-CHN / ENG / JPN,Switch Game:Mario Party Superstars 瑪利歐派對 超級巨星 - 中英日合版,H834700309,0,online,Y,N,5-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,378,19.23077, , , , 
H8347003,L-NSG-166,Y,H8347003_S_L-NSG-166,SWITCH GAME-HOT WHEELS UNLEASHED(parallel import),SWITCH GAME-風火輪小汽車 解放(平行進口),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,348,25.64103, , , , 
H8347003,L-NSG-167,Y,H8347003_S_L-NSG-167,SWITCH GAME-ONE PIECE: PIRATE WARRIORS 4(parallel import),SWITCH GAME 海賊無雙4(平行進口),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,348,25.64103, , , , 
H8347003,L-NSG-168,Y,H8347003_S_L-NSG-168,SWITCH GAME-Crash Bandicoot 4 -It's About Time(parallel import),SWITCH GAME-袋狼大進擊4-時空之旅(平行進口),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,348,25.64103, , , , 
H8347003,L-NSG-169,Y,H8347003_S_L-NSG-169,SWITCH GAME- Ori(parallel import),SWITCH GAME-奧里與迷失森林(平行進口),H834700309,0,online,Y,N,12-Dec-21,1-Jan-99,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-170,Y,H8347003_S_L-NSG-170,SWITCH GAME-CARRION(parallel import),SWITCH GAME-紅怪(平行進口),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,298,36.32479, , , , 
H8347003,L-NSG-171,Y,H8347003_S_L-NSG-171,SWITCH GAME-Overwatch: Legendary Edition(parallel import),SWITCH GAME-鬥陣特攻® 傳奇版(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-172,Y,H8347003_S_L-NSG-172,SWITCH GAME-FIFA 21(平行進口),SWITCH GAME-FIFA-21 國際足盟大賽21(parallel import),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,238,49.1453, , , , 
H8347003,L-NSG-173,Y,H8347003_S_L-NSG-173,SWITCH GAME-HADES(parallel import),SWITCH GAME-黑帝斯(平行進口),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,258,44.87179, , , , 
H8347003,L-NSG-174,Y,H8347003_S_L-NSG-174,SWITCH GAME-Trine 4: The Nightmare Prince(parallel import),SWITCH GAME-狩魔師4 惡夢王子(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-175,Y,H8347003_S_L-NSG-175,SWITCH GAME-Junior League Sports 3-in-1 Collection(parallel import),SWITCH GAME-青少年聯賽運動 [三合一系列](平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-176,Y,H8347003_S_L-NSG-176,SWITCH GAME-Shaq Fu: A Legend Reborn,SWITCH GAME-功夫俠客：傳奇重生,H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-177,Y,H8347003_S_L-NSG-177,SWITCH GAME-Poi: Explorer Edition(parallel import),SWITCH GAME-Poi 探險者版(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-178,Y,H8347003_S_L-NSG-178,SWITCH GAME-The Survivalists(parallel import),SWITCH GAME-島嶼生存者(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-179,Y,H8347003_S_L-NSG-179,SWITCH GAME-G.I. Joe: Operation Blackout(parallel import),SWITCH GAME-義勇群英: 重出江湖(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-180,Y,H8347003_S_L-NSG-180,SWITCH GAME-NBA 2K22(parallel import),SWITCH GAME-NBA 2K22(平行進口),H834700309,0,offline,Y,N,12-Dec-21,11-Jul-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,348,25.64103, , , , 
H8347003,L-NSG-181,Y,H8347003_S_L-NSG-181,SWITCH GAME-Snow Moto Racing Freedom(parallel import),SWITCH GAME-雪地摩托自由競賽(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-182,Y,H8347003_S_L-NSG-182,SWITCH GAME-Wasteland 2: Director's Cut(parallel import),SWITCH GAME-荒野遊俠2：導演剪輯版(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-183,Y,H8347003_S_L-NSG-183,SWITCH GAME-Saints Row IV®: Re-Elected™(parallel import),SWITCH GAME-黑街聖徒4：再次當選(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-184,Y,H8347003_S_L-NSG-184,SWITCH GAME-The Raven Remastered(parallel import),SWITCH GAME-烏鴉 重製版(平行進口),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468, , , , , , 
H8347003,L-NSG-185,Y,H8347003_S_L-NSG-185,SWITCH GAME-ASSASSIN'S CREED III (parallel import),SWITCH GAME-刺客教條3(平行進口),H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,268,42.73504, , , , 
H8347003,L-NSG-186,Y,H8347003_S_L-NSG-186,SWITCH GAME-Resident Evil: Revelations COLLECTION(1+2)(parallel import),SWITCH GAME-生化危機啟示 (1+2) (平行進口),H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,248,47.00855, , , , 
H8347003,L-NSG-187,Y,H8347003_S_L-NSG-187,SWITCH GAME-Super Monkey Ball 1 & 2 Remastered,SWITCH GAME-現嘗好滋味！超級猴子球 1&2 重製版,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,318,32.05128, , , , 
H8347003,L-NSG-188,Y,H8347003_S_L-NSG-188,SWITCH GAME-Pui Pui Molcar,SWITCH GAME-天竺鼠車車,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,368,21.36752, , , , 
H8347003,L-NSG-189,Y,H8347003_S_L-NSG-189,SWITCH GAME-Super Mario 3D collection,SWITCH GAME-超級瑪利歐 3D收藏輯,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch 遊戲,HKD,468,318,32.05128, , , , 
H8347003,L-NSG-190,Y,H8347003_S_L-NSG-190,SWITCH GAME-Doraemon Learning Collection ,SWITCH GAME-多啦A夢 樂學遊戲合輯,H834700309,0,online,Y,N,20-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,468,348,25.64103, , , , 
H8347003,L-NSG-191,Y,H8347003_S_L-NSG-191,Switch - Kirby and the forgotten Land - CHN/ENG/JAN,Switch - 星之卡比-探索發現 Kirby and the Forgotten Land - 中英日合版,H834700309,0,online,Y,N,24-Mar-22,1-Jan-99,Nintendo,Nintendo,210,210,0,1PC-特快順豐發貨,1PC-特快順豐發貨,AA31300510001,Switch 遊戲,HKD,468,378,19.23077, , , , 
H8347003,L-OCUL-1-128G,Y,H8347003_S_L-OCUL-1-128G,[JP VERSION]Quest 2 128GB All In One VR(parallel import),[日本版]Quest 2 128GB All-in-One VR 虛擬實境頭戴式裝置 (平行進口)|眼鏡,H834700309,0,offline,Y,N,16-Dec-21,24-Jan-22,Oculus,Oculus,500,250,300,,,AA31302500001,VR虛擬實景裝置,HKD,4999,2488,50.23005, , , , 
H8347003,L-OCUL-2-256G,Y,H8347003_S_L-OCUL-2-256G,Quest 2 256GB All In One VR(parallel import),Quest 2 256GB All-in-One VR 虛擬實境頭戴式裝置 (平行進口)|眼鏡,H834700309,0,offline,Y,N,16-Dec-21,14-Jun-22,Oculus,Oculus,500,250,300,,,AA31302500001,VR虛擬實景裝置,HKD,6999,3260,53.42192, , , , 
H8347003,L-SONY-P5A-01,Y,H8347003_S_L-SONY-P5A-01,PS5 Dual Sense (White)(parallel import),PS5 DualSense™ 無線控制器 (白色)(平行進口),H834700309,0,online,Y,N,22-Aug-21,,Sony,SONY,250,240,300,1 Pcs,1 Pcs,AA31150500001,藍牙耳機,HKD,989,538,45.60162, , , , 
H8347003,L-SONY-P5A-02,Y,H8347003_S_L-SONY-P5A-02,PS5 DualSenseTM charging station(parallel import),PS5 DualSenseTM 充電座(平行進口),H834700309,3,offline,N,N,22-Aug-21,23-Aug-21,Sony,SONY,210,120,210,1 Pcs,1 Pcs,AA31301030001,Playstation 充電器 火牛 底座,HKD,468,328,29.91453, , , , 
H8347003,L-SONY-P5A-03,Y,H8347003_S_L-SONY-P5A-03,PS5 PULSE 3D™ wireless headset(parallel import),PS5 SONY 原廠 PULSE 3D 無線耳機(平行進口),H834700309,2,online,N,N,22-Aug-21,,Sony,SONY,350,300,350,1 SET,1 SET,AA31301015001,Playstation 手掣,HKD,1288,1028,20.18634, , , , 
H8347003,NSA-002,Y,H8347003_S_NSA-002,NO USE,NO USE,H834700309,0,offline,N,N,9-Oct-21,11-Oct-21,Nintendo,Nintendo,210,120,210,,,AA31300515001,Switch 手掣,HKD,1026,568,44.63938, , , , 
H8347003,NSG-118,Y,H8347003_S_NSG-118,Switch Game:Mario Party Superstars - US VERSION-CHN / ENG / JPN,Switch Game:Mario Party Superstars 瑪利歐派對 超級巨星 - 中英日合版,H834700309,0,offline,N,N,15-Aug-21,5-Dec-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch 遊戲,HKD,498,378,24.09639, , , , 
